set_id,unit_ordinal,target_name,method_level,text
inst-0186,2,"Situation, Context & Scenario",3,Support renters searching for a long-term home.
inst-0186,3,Flow & Information Architecture,1,"Arrange the rental filter sections in side-by-side budget, home requirements, and availability groups."
inst-0187,1,"Situation, Context & Scenario",2,"Swap the fund for a rental unit's monthly rent, drop the order note."
inst-0187,2,Flow & Information Architecture,4,Rework the list section structure.
inst-0187,3,Content & Information,1,"Add one small line under the rent with bedroom and bathroom count, floor area, neighbourhood."
inst-0188,1,Environment,3,Make confirmation feel focused in the desktop view.
inst-0188,2,Layout & Hierarchy,1,"Move the workout summary directly below the title, emphasize it slightly, then show the permanent consequence message."
inst-0189,1,Environment,1,"Rebuild for landscape tablet: recorder card left half, recent takes beside it, tab bar as left vertical rail."
inst-0189,2,Functionality & Behavior,2,"Let the ""Recent takes"" header row sort and filter too."
inst-0190,1,Environment,2,Adapt the full screen for desktop use.
inst-0190,2,Content & Information,4,Change what stands out beside the document.
inst-0190,3,Style,4,Make the consent panel feel different.
inst-0191,1,"Situation, Context & Scenario",4,Change what this whole sheet filters.
inst-0191,2,Layout & Hierarchy,4,Change how early the sort card reads
inst-0191,3,Style,4,Different tone for the selected color
inst-0192,1,Layout & Hierarchy,1,Stack each setting label above its selected value and align both left within the settings list.
inst-0193,1,"Situation, Context & Scenario",3,Switch to school IT admins; show install and support info.
inst-0194,1,Functionality & Behavior,3,Enable users to proceed into the app.
inst-0195,1,Flow & Information Architecture,3,Let people find one kind of activity without scanning every row.
inst-0196,1,Flow & Information Architecture,1,"Make the arrival picker a compact two-step sequence: date first, then time, under numbered step headings."
inst-0196,2,Style,2,Change the tone of the “Continue” button.
inst-0197,1,Functionality & Behavior,3,Let readers drop finished tasks and see only open ones.
inst-0197,2,Layout & Hierarchy,2,Lighten the author row under the note title.
inst-0198,1,Functionality & Behavior,4,Change how the header is arranged.
inst-0199,1,Layout & Hierarchy,1,"Move the Next tier percentage below the bar, right edge of the remaining-hours line."
inst-0200,1,Environment,4,Adapt the screen for desktop.
inst-0200,2,Flow & Information Architecture,4,Change how the checklist is grouped by status.
inst-0200,3,Content & Information,1,Add a compact line beneath the privacy note with the circle name and meeting date.
inst-0201,1,Environment,3,Move the screen to desktop for messaging with item context visible.
inst-0201,2,Content & Information,3,Make the item's appearance and condition clear at a glance.
inst-0201,3,Functionality & Behavior,3,Let users confirm the proposed pickup from the conversation.
inst-0202,1,Environment,3,Make the screen a tablet layout that uses the width
inst-0202,2,Layout & Hierarchy,2,"Under ""Coming up"", enlarge only the next step's thumbnail."
inst-0202,3,Style,3,"Make Back look pressable, still weaker than Next."
inst-0203,1,Flow & Information Architecture,3,Separate upload details from active controls and feedback.
inst-0203,2,Content & Information,3,Clarify that remaining time depends on the current connection.
inst-0203,3,Style,3,Make the upload screen consistent and task-focused.
inst-0204,1,"Situation, Context & Scenario",4,Change the target user for the store profile card.
inst-0204,2,Environment,2,Rebuild the whole screen for desktop.
inst-0204,3,Content & Information,2,Add the dish name and price to each bottom thumbnail.
inst-0205,1,Environment,4,Adapt the screen for a tablet.
inst-0205,2,Layout & Hierarchy,1,"Make the featured offer one side-by-side card, with image left and details and action right."
inst-0206,1,Functionality & Behavior,2,Add a category filter to the Help articles list.
inst-0206,2,Style,3,Top feels faint — make it the screen's clear anchor.
inst-0207,1,Environment,1,Change the screen to a tablet settings view with comfortable side margins around the content.
inst-0207,2,Layout & Hierarchy,3,Use the full width while keeping it easy to scan.
inst-0207,3,Functionality & Behavior,2,Add a button to reset all preferences in the header.
inst-0208,1,Flow & Information Architecture,3,Make it clear at a glance which saved addresses are mine and which aren't.
inst-0208,2,Functionality & Behavior,2,Let the search field also pick the spot on a map.
inst-0208,3,Content & Information,1,"Below the step count at the right of the header, add one short gray line naming the next step."
inst-0209,1,Layout & Hierarchy,3,Give the main message a consistent reading edge.
inst-0210,1,"Situation, Context & Scenario",1,Make this a guide-team departure briefing; replace read time under the author with departure date and party size.
inst-0211,1,Flow & Information Architecture,4,Change the follow-up task list order.
inst-0211,2,Style,4,Make the meeting recap card feel different.
inst-0212,1,Environment,3,Make the screen read as built for desktop.
inst-0212,2,Layout & Hierarchy,4,"The ""Ranked 3rd"" note needs a different spot."
inst-0213,1,Flow & Information Architecture,3,Make goal details and funding setup clearly distinct.
inst-0213,2,Content & Information,3,Show current progress while reviewing the target amount.
inst-0214,1,Functionality & Behavior,1,"In the expired backup method row, add a 'Replace card' button below the card name, right-aligned."
inst-0214,2,Layout & Hierarchy,2,Emphasize just the next charge line.
inst-0215,1,Environment,3,Make the screen desktop-friendly so achievements are comfortable to view.
inst-0215,2,Layout & Hierarchy,1,"Arrange the achievement card in a balanced side-by-side layout, with the header left and description and details right."
inst-0215,3,Style,2,Change the achievement header’s color treatment.
inst-0216,1,Environment,4,Change the screen for desktop.
inst-0216,2,Content & Information,4,Make the question count information more detailed.
inst-0216,3,Functionality & Behavior,4,Add another navigation action to the answer controls.
inst-0217,1,"Situation, Context & Scenario",3,Make it on-site defect capture; location over folder.
inst-0217,2,Flow & Information Architecture,1,"Replace the four mode words above the shutter with numbered steps, done/pending marked, current in green."
inst-0218,1,Content & Information,3,Show whether common accessibility needs can be accommodated.
inst-0219,1,"Situation, Context & Scenario",2,Change the episode deletion confirmation card to member removal.
inst-0219,2,Layout & Hierarchy,1,"Make the safer button first with full emphasis, and put the delete button below with less emphasis."
inst-0219,3,Style,3,Make the caution and consequences immediately clear.
inst-0220,1,"Situation, Context & Scenario",4,Reframe what this screen is about.
inst-0220,2,Content & Information,2,Show the yearly total under the big amount.
inst-0220,3,Layout & Hierarchy,4,Change the order the adjust row reads
inst-0221,1,Content & Information,1,Add a compact paperclip icon and attachment label beside the billing support message date.
inst-0222,1,Functionality & Behavior,4,Different structure at the task card bottom
inst-0223,1,Content & Information,2,Add suggested first-note topics to the empty-state guidance.
inst-0224,1,Environment,4,Move this room screen to desktop
inst-0225,1,"Situation, Context & Scenario",2,Change the profile setup screen for business travel.
inst-0225,2,Flow & Information Architecture,4,Structure the setup progress tabs differently
inst-0225,3,Functionality & Behavior,1,Add a compact policy import button to the right of the employer policy section header.
inst-0226,1,"Situation, Context & Scenario",3,"Make this a shop owner's restock screen, not personal saves."
inst-0226,2,Flow & Information Architecture,2,Split the list into two groups: urgent and the rest.
inst-0226,3,Style,3,Feels like a shopping app — make it read as a work tool.
inst-0227,1,Functionality & Behavior,1,Replace the rightmost playback control with a bookmark button that saves the current episode.
inst-0227,2,Style,3,"Give the primary playback action a more distinct, rounded look."
inst-0228,1,Environment,3,Make it read like a desktop page using the width.
inst-0228,2,Content & Information,3,Show how well each time suits the group before picking.
inst-0229,1,Environment,1,Make the screen a wider desktop layout with the report card centered in one compact column.
inst-0229,2,Content & Information,3,Make the reported item identifiable before submission.
inst-0230,1,Functionality & Behavior,1,"Add a dark gray ""Shortest first"" sort at the right end of the ""Start with one course"" line."
inst-0230,2,Style,1,"Three course rows: drop the dividers, pale warm-gray fill, photo-rounded corners, small gap between rows."
inst-0231,1,"Situation, Context & Scenario",4,Use a different overall structure.
inst-0232,1,Flow & Information Architecture,4,Rework the order list structure.
inst-0233,1,Flow & Information Architecture,4,Change how the comments flow.
